"","stat","key_index"
"36",0.0356953525357836,"prop_select_multiple @/@ issues_accessing_hygien_items ~/~ reduce_nfi_consumption_for_other_purposes @/@ NA ~/~ NA"
"37",0.00106025799611239,"prop_select_multiple @/@ issues_accessing_hygien_items ~/~ other @/@ NA ~/~ NA"
"38",0.00530128998056194,"prop_select_multiple @/@ issues_accessing_hygien_items ~/~ dont_know @/@ NA ~/~ NA"
"39",0.00618483831065559,"prop_select_multiple @/@ issues_accessing_hygien_items ~/~ prefer_not_to_answer @/@ NA ~/~ NA"
"40",0.166666666666667,"prop_select_one @/@ issues_accessing_hygien_items_other ~/~ Acquired medication from aid providers @/@ NA ~/~ NA"
"41",0.166666666666667,"prop_select_one @/@ issues_accessing_hygien_items_other ~/~ Borrowing money in order to purchase hygiene materials @/@ NA ~/~ NA"
"42",0.166666666666667,"prop_select_one @/@ issues_accessing_hygien_items_other ~/~ No problem @/@ NA ~/~ NA"
"43",0.166666666666667,"prop_select_one @/@ issues_accessing_hygien_items_other ~/~ Not Always available @/@ NA ~/~ NA"
"44",0.166666666666667,"prop_select_one @/@ issues_accessing_hygien_items_other ~/~ Reducing its use @/@ NA ~/~ NA"
"45",0.166666666666667,"prop_select_one @/@ issues_accessing_hygien_items_other ~/~ There is no shortage @/@ NA ~/~ NA"
"46",0.663662790697647,"prop_select_multiple @/@ accessing_menstrual_materials_problems ~/~ no_problem @/@ NA ~/~ NA"
"47",0.0156976744186046,"prop_select_multiple @/@ accessing_menstrual_materials_problems ~/~ no_women_available @/@ NA ~/~ NA"
"48",0.287500000000001,"prop_select_multiple @/@ accessing_menstrual_materials_problems ~/~ menstrual_materials_are_too_expensive @/@ NA ~/~ NA"
"49",0.0116279069767442,"prop_select_multiple @/@ accessing_menstrual_materials_problems ~/~ menstrual_materials_are_not_available_at_the_market @/@ NA ~/~ NA"
"50",0.00930232558139535,"prop_select_multiple @/@ accessing_menstrual_materials_problems ~/~ market_is_too_far_away @/@ NA ~/~ NA"
"51",0.00145348837209302,"prop_select_multiple @/@ accessing_menstrual_materials_problems ~/~ going_to_the_market_is_dangerous @/@ NA ~/~ NA"
"52",0.000290697674418605,"prop_select_multiple @/@ accessing_menstrual_materials_problems ~/~ market_is_difficult_to_reach @/@ NA ~/~ NA"
"53",0.00668604651162791,"prop_select_multiple @/@ accessing_menstrual_materials_problems ~/~ some_groups_do_not_have_access_to_the_market @/@ NA ~/~ NA"
"54",0.0229651162790697,"prop_select_multiple @/@ accessing_menstrual_materials_problems ~/~ dont_like_quality_of_menstrual_materials @/@ NA ~/~ NA"
"55",0.000581395348837209,"prop_select_multiple @/@ accessing_menstrual_materials_problems ~/~ other @/@ NA ~/~ NA"
"56",0.0136627906976744,"prop_select_multiple @/@ accessing_menstrual_materials_problems ~/~ dont_know @/@ NA ~/~ NA"
"57",0.00755813953488372,"prop_select_multiple @/@ accessing_menstrual_materials_problems ~/~ prefer_not_to_answer @/@ NA ~/~ NA"
"58",0.0178508306822199,"prop_select_one @/@ shelter_type_hh_live_in ~/~ active_construction_site @/@ NA ~/~ NA"
"59",0.00618593142453164,"prop_select_one @/@ shelter_type_hh_live_in ~/~ agricultural_engine_pump_room @/@ NA ~/~ NA"
"60",0.934252386002219,"prop_select_one @/@ shelter_type_hh_live_in ~/~ apartment_house_room @/@ NA ~/~ NA"
"61",0.0325203252032522,"prop_select_one @/@ shelter_type_hh_live_in ~/~ concierges_room_in_residential_building @/@ NA ~/~ NA"
"62",0.000176740897843761,"prop_select_one @/@ shelter_type_hh_live_in ~/~ dont_know @/@ NA ~/~ NA"
"63",0.000706963591375044,"prop_select_one @/@ shelter_type_hh_live_in ~/~ factory @/@ NA ~/~ NA"
"64",0.000530222693531283,"prop_select_one @/@ shelter_type_hh_live_in ~/~ farm @/@ NA ~/~ NA"
"65",0.00123718628490633,"prop_select_one @/@ shelter_type_hh_live_in ~/~ garage @/@ NA ~/~ NA"
"66",0.000176740897843761,"prop_select_one @/@ shelter_type_hh_live_in ~/~ hotel_room @/@ NA ~/~ NA"
"67",0.00106044538706257,"prop_select_one @/@ shelter_type_hh_live_in ~/~ other @/@ NA ~/~ NA"
"68",0.00106044538706257,"prop_select_one @/@ shelter_type_hh_live_in ~/~ prefab_unit @/@ NA ~/~ NA"
"69",0.000530222693531283,"prop_select_one @/@ shelter_type_hh_live_in ~/~ school @/@ NA ~/~ NA"
"70",0.00106044538706257,"prop_select_one @/@ shelter_type_hh_live_in ~/~ shop @/@ NA ~/~ NA"
"71",0.00141392718275009,"prop_select_one @/@ shelter_type_hh_live_in ~/~ tent @/@ NA ~/~ NA"
"72",0.000883704489218805,"prop_select_one @/@ shelter_type_hh_live_in ~/~ warehouse @/@ NA ~/~ NA"
"73",0.000353481795687522,"prop_select_one @/@ shelter_type_hh_live_in ~/~ workshop @/@ NA ~/~ NA"
"74",0.0153737409436297,"prop_select_multiple @/@ shelter_issues ~/~ shelter_totally_or_partially_collapsed @/@ NA ~/~ NA"
"75",0.0682099310832303,"prop_select_multiple @/@ shelter_issues ~/~ damaged_structure @/@ NA ~/~ NA"
"76",0.011839547623255,"prop_select_multiple @/@ shelter_issues ~/~ presence_of_dirt_or_debris @/@ NA ~/~ NA"
"77",0.0335748365435589,"prop_select_multiple @/@ shelter_issues ~/~ window_doors_are_not_sealed_to_natural_elements @/@ NA ~/~ NA"
"78",0.234140307474825,"prop_select_multiple @/@ shelter_issues ~/~ leaking_roof @/@ NA ~/~ NA"
"79",0.162396183071217,"prop_select_multiple @/@ shelter_issues ~/~ leakage_rottenness_in_the_walls_floors @/@ NA ~/~ NA"
"80",0.0113094186251988,"prop_select_multiple @/@ shelter_issues ~/~ water_pipes_not_functional @/@ NA ~/~ NA"
"81",0.0247393532426224,"prop_select_multiple @/@ shelter_issues ~/~ lack_of_water_supply @/@ NA ~/~ NA"
"82",0.0123696766213112,"prop_select_multiple @/@ shelter_issues ~/~ sanitation_pipes_not_functional_lack_of_or_defective_sewage_system @/@ NA ~/~ NA"
"83",0.0136066442834423,"prop_select_multiple @/@ shelter_issues ~/~ latrine_toilet_is_not_useable @/@ NA ~/~ NA"
"84",0.0113094186251988,"prop_select_multiple @/@ shelter_issues ~/~ bathing_washing_facilities_are_not_useable @/@ NA ~/~ NA"
"85",0.0125463862873299,"prop_select_multiple @/@ shelter_issues ~/~ electricity_installation_connection_are_not_adequately_installed_or_not_safe @/@ NA ~/~ NA"
"86",0.04594451316487,"prop_select_multiple @/@ shelter_issues ~/~ lack_of_insulation_from_cold @/@ NA ~/~ NA"
"87",0.0194380632620605,"prop_select_multiple @/@ shelter_issues ~/~ limited_ventilation @/@ NA ~/~ NA"
"88",0.612829121752943,"prop_select_multiple @/@ shelter_issues ~/~ none_of_the_above @/@ NA ~/~ NA"
"89",0.79015544041451,"prop_select_multiple @/@ what_damage_concern ~/~ damaged_roof @/@ NA ~/~ NA"
"90",0.712435233160624,"prop_select_multiple @/@ what_damage_concern ~/~ damaged_walls @/@ NA ~/~ NA"
"91",0.287564766839379,"prop_select_multiple @/@ what_damage_concern ~/~ damaged_columns @/@ NA ~/~ NA"
"92",0.0077720207253886,"prop_select_multiple @/@ what_damage_concern ~/~ none_of_the_above @/@ NA ~/~ NA"
"93",0.0441774165046827,"prop_select_multiple @/@ living_conditions_inside_shelter_issues ~/~ at_least_one_member_has_to_sleep_outside_or_on_the_floor @/@ NA ~/~ NA"
"94",0.0353419332037462,"prop_select_multiple @/@ living_conditions_inside_shelter_issues ~/~ unable_to_cook_and_or_store_food_properly @/@ NA ~/~ NA"
"95",0.0247393532426224,"prop_select_multiple @/@ living_conditions_inside_shelter_issues ~/~ unable_to_store_water_properly @/@ NA ~/~ NA"
"96",0.0109559992931614,"prop_select_multiple @/@ living_conditions_inside_shelter_issues ~/~ unable_to_adequately_perform_personal_hygiene @/@ NA ~/~ NA"
"97",0.0166107086057608,"prop_select_multiple @/@ living_conditions_inside_shelter_issues ~/~ does_not_feel_protected_in_the_Shelter @/@ NA ~/~ NA"
"98",0.0090121929669553,"prop_select_multiple @/@ living_conditions_inside_shelter_issues ~/~ insufficient_privacy @/@ NA ~/~ NA"
"99",0.0678565117511928,"prop_select_multiple @/@ living_conditions_inside_shelter_issues ~/~ unable_to_keep_warm_or_cool @/@ NA ~/~ NA"
"100",0.832832655946202,"prop_select_multiple @/@ living_conditions_inside_shelter_issues ~/~ none_of_the_above @/@ NA ~/~ NA"
"101",0.00724509630676798,"prop_select_multiple @/@ living_conditions_inside_shelter_issues ~/~ dont_know @/@ NA ~/~ NA"
"102",0.0130765152853861,"prop_select_multiple @/@ living_conditions_inside_shelter_issues ~/~ prefer_not_to_answer @/@ NA ~/~ NA"
"103",0.000706963591375044,"prop_select_one @/@ occupancy_arrangement_in_current_dwelling ~/~ assisted @/@ NA ~/~ NA"
"104",0.00247437256981265,"prop_select_one @/@ occupancy_arrangement_in_current_dwelling ~/~ dont_know @/@ NA ~/~ NA"
"105",0.0662778366914103,"prop_select_one @/@ occupancy_arrangement_in_current_dwelling ~/~ hosted_for_free @/@ NA ~/~ NA"
"106",0.0523153057617532,"prop_select_one @/@ occupancy_arrangement_in_current_dwelling ~/~ informal_ownership @/@ NA ~/~ NA"
"107",0.0547896783315658,"prop_select_one @/@ occupancy_arrangement_in_current_dwelling ~/~ informal_verbal_lease_agreement @/@ NA ~/~ NA"
"108",0.00265111346765642,"prop_select_one @/@ occupancy_arrangement_in_current_dwelling ~/~ no_occupancy_agreement_Squatting_without_hosts_permission @/@ NA ~/~ NA"
"109",0.000883704489218805,"prop_select_one @/@ occupancy_arrangement_in_current_dwelling ~/~ other @/@ NA ~/~ NA"
"110",0.596500530222702,"prop_select_one @/@ occupancy_arrangement_in_current_dwelling ~/~ ownership @/@ NA ~/~ NA"
"111",0.00123718628490633,"prop_select_one @/@ occupancy_arrangement_in_current_dwelling ~/~ prefer_not_to_answer @/@ NA ~/~ NA"
"112",0.108342170378227,"prop_select_one @/@ occupancy_arrangement_in_current_dwelling ~/~ provided_by_employer @/@ NA ~/~ NA"
"113",0.0890774125132562,"prop_select_one @/@ occupancy_arrangement_in_current_dwelling ~/~ rental_agreement_after1992 @/@ NA ~/~ NA"
"114",0.0247437256981266,"prop_select_one @/@ occupancy_arrangement_in_current_dwelling ~/~ rental_agreement_before1992 @/@ NA ~/~ NA"
"115",0.2,"prop_select_one @/@ occupancy_arrangement_in_current_dwelling_other ~/~ Bank mortgage @/@ NA ~/~ NA"
"116",0.4,"prop_select_one @/@ occupancy_arrangement_in_current_dwelling_other ~/~ Housing bank morgage @/@ NA ~/~ NA"
"117",0.2,"prop_select_one @/@ occupancy_arrangement_in_current_dwelling_other ~/~ Housing bank mortgage @/@ NA ~/~ NA"
"118",0.2,"prop_select_one @/@ occupancy_arrangement_in_current_dwelling_other ~/~ Public land owned by the state @/@ NA ~/~ NA"
"119",1678181.72043011,"mean @/@ rent_cost_per_month_in_lbp ~/~ NA @/@ NA ~/~ NA"
"120",0.0623785121046119,"prop_select_one @/@ number_of_rooms_occupied_by_hh ~/~ five_rooms @/@ NA ~/~ NA"
"121",0.147022442127587,"prop_select_one @/@ number_of_rooms_occupied_by_hh ~/~ four_rooms @/@ NA ~/~ NA"
"122",0.0341049655416151,"prop_select_one @/@ number_of_rooms_occupied_by_hh ~/~ more_than_five_rooms @/@ NA ~/~ NA"
"123",0.170701537374098,"prop_select_one @/@ number_of_rooms_occupied_by_hh ~/~ one_room @/@ NA ~/~ NA"
"124",0.305884431878432,"prop_select_one @/@ number_of_rooms_occupied_by_hh ~/~ three_rooms @/@ NA ~/~ NA"
"125",0.279908110973678,"prop_select_one @/@ number_of_rooms_occupied_by_hh ~/~ two_rooms @/@ NA ~/~ NA"
"126",0.00451282051282051,"prop_select_multiple @/@ housing_land_and_property_problems ~/~ ownership_dispute_with_third_party @/@ NA ~/~ NA"
"127",0.0125128205128205,"prop_select_multiple @/@ housing_land_and_property_problems ~/~ inheritance_dispute @/@ NA ~/~ NA"
"128",0.00984615384615384,"prop_select_multiple @/@ housing_land_and_property_problems ~/~ dispute_with_tenants @/@ NA ~/~ NA"
"129",0.00656410256410256,"prop_select_multiple @/@ housing_land_and_property_problems ~/~ unlawful_secondary_informal_occupation @/@ NA ~/~ NA"
"130",0.00082051282051282,"prop_select_multiple @/@ housing_land_and_property_problems ~/~ mortgage_related_dispute_with_the_bank @/@ NA ~/~ NA"
"131",0,"prop_select_multiple @/@ housing_land_and_property_problems ~/~ property_pledge @/@ NA ~/~ NA"
"132",0.00041025641025641,"prop_select_multiple @/@ housing_land_and_property_problems ~/~ seizure_process @/@ NA ~/~ NA"
"133",0,"prop_select_multiple @/@ housing_land_and_property_problems ~/~ dispute_over_use_modification_of_Cultural_heritage_building @/@ NA ~/~ NA"
"134",0.00656410256410256,"prop_select_multiple @/@ housing_land_and_property_problems ~/~ threat_of_eviction_living_under_an_eviction_notice @/@ NA ~/~ NA"
"135",0.00266666666666667,"prop_select_multiple @/@ housing_land_and_property_problems ~/~ lack_or_loss_of_housing_land_tenancy_or_other_ownership_documentation @/@ NA ~/~ NA"
"136",0.00041025641025641,"prop_select_multiple @/@ housing_land_and_property_problems ~/~ looting_of_private_property @/@ NA ~/~ NA"
"137",0,"prop_select_multiple @/@ housing_land_and_property_problems ~/~ other @/@ NA ~/~ NA"
"138",0.016,"prop_select_multiple @/@ housing_land_and_property_problems ~/~ dont_know @/@ NA ~/~ NA"
"139",0.00676923076923077,"prop_select_multiple @/@ housing_land_and_property_problems ~/~ prefer_not_to_answer @/@ NA ~/~ NA"
"140",0.935999999999961,"prop_select_multiple @/@ housing_land_and_property_problems ~/~ none_of_the_above @/@ NA ~/~ NA"
"141",0.5,"prop_select_one @/@ when_hh_expected_demanded_to_leave_property_shelter ~/~ dont_know @/@ NA ~/~ NA"
"142",0.125,"prop_select_one @/@ when_hh_expected_demanded_to_leave_property_shelter ~/~ with_1_month @/@ NA ~/~ NA"
"143",0.125,"prop_select_one @/@ when_hh_expected_demanded_to_leave_property_shelter ~/~ within_1_year @/@ NA ~/~ NA"
"144",0.25,"prop_select_one @/@ when_hh_expected_demanded_to_leave_property_shelter ~/~ within_3_months @/@ NA ~/~ NA"
"145",1,"prop_select_one @/@ who_issued_notice ~/~ landlord_owner @/@ NA ~/~ NA"
"146",0.0625,"prop_select_one @/@ reason_to_issue_notice ~/~ alternative_use_by_the_landlord_owner @/@ NA ~/~ NA"
"147",0.21875,"prop_select_one @/@ reason_to_issue_notice ~/~ dispute_with_landlord_owner @/@ NA ~/~ NA"
"148",0.09375,"prop_select_one @/@ reason_to_issue_notice ~/~ dont_know @/@ NA ~/~ NA"
"149",0.625,"prop_select_one @/@ reason_to_issue_notice ~/~ inability_to_pay_rent @/@ NA ~/~ NA"
"150",0.133592507510163,"prop_select_one @/@ hh_have_network_coverage_to_use_mobile_phone ~/~ internet_only @/@ NA ~/~ NA"
"151",0.0669729634210991,"prop_select_one @/@ hh_have_network_coverage_to_use_mobile_phone ~/~ no_coverage_at_all @/@ NA ~/~ NA"
"152",0.179890440007072,"prop_select_one @/@ hh_have_network_coverage_to_use_mobile_phone ~/~ voice_and_sms_coverage @/@ NA ~/~ NA"
"153",0.619544089061653,"prop_select_one @/@ hh_have_network_coverage_to_use_mobile_phone ~/~ voice_sms_and_Internet @/@ NA ~/~ NA"
"154",0.98727690404653,"prop_select_multiple @/@ cooking_energy_sources ~/~ gas @/@ NA ~/~ NA"
"155",0.00494787064852447,"prop_select_multiple @/@ cooking_energy_sources ~/~ diesel @/@ NA ~/~ NA"
"156",0.0841138010249166,"prop_select_multiple @/@ cooking_energy_sources ~/~ wood @/@ NA ~/~ NA"
"157",0.00777522530482417,"prop_select_multiple @/@ cooking_energy_sources ~/~ briquette @/@ NA ~/~ NA"
"158",0.0307474818872592,"prop_select_multiple @/@ cooking_energy_sources ~/~ electrict_powered_cooker @/@ NA ~/~ NA"
"159",0.00335748365435589,"prop_select_multiple @/@ cooking_energy_sources ~/~ charcoal @/@ NA ~/~ NA"
"160",0.000706838664074925,"prop_select_multiple @/@ cooking_energy_sources ~/~ bruning_trash @/@ NA ~/~ NA"
"161",0.00477116098250574,"prop_select_multiple @/@ cooking_energy_sources ~/~ none @/@ NA ~/~ NA"
"162",0.000176709666018731,"prop_select_multiple @/@ cooking_energy_sources ~/~ other @/@ NA ~/~ NA"
"163",0.000530128998056194,"prop_select_multiple @/@ cooking_energy_sources ~/~ dont_know @/@ NA ~/~ NA"
"164",0,"prop_select_multiple @/@ cooking_energy_sources ~/~ prefer_not_to_answer @/@ NA ~/~ NA"
"165",0.115037992578196,"prop_select_multiple @/@ hh_electricity_sources ~/~ private_generator @/@ NA ~/~ NA"
"166",0.628732991694624,"prop_select_multiple @/@ hh_electricity_sources ~/~ neighbourhood_generator @/@ NA ~/~ NA"
"167",0.734228662307778,"prop_select_multiple @/@ hh_electricity_sources ~/~ main_network @/@ NA ~/~ NA"
"168",0.172468634034285,"prop_select_multiple @/@ hh_electricity_sources ~/~ solar_panels @/@ NA ~/~ NA"
"169",0.0613182541084995,"prop_select_multiple @/@ hh_electricity_sources ~/~ battery @/@ NA ~/~ NA"
"170",0.00989574129704896,"prop_select_multiple @/@ hh_electricity_sources ~/~ no_source_of_electricity @/@ NA ~/~ NA"
"171",0.00388761265241209,"prop_select_multiple @/@ hh_electricity_sources ~/~ other @/@ NA ~/~ NA"
"172",0.000883548330093656,"prop_select_multiple @/@ hh_electricity_sources ~/~ dont_know @/@ NA ~/~ NA"
"173",0,"prop_select_multiple @/@ hh_electricity_sources ~/~ prefer_not_to_answer @/@ NA ~/~ NA"
"174",13.3847810480978,"mean @/@ avg_number_of_hours_hh_have_access_to_power_per_day ~/~ NA @/@ NA ~/~ NA"
"175",0.375994343291486,"prop_select_multiple @/@ strategies_hh_adopt_to_cope_with_electricity_shortages ~/~ did_not_use_any_coping_mechanism_because_did_not_need_to @/@ NA ~/~ NA"
"176",0.292807916593045,"prop_select_multiple @/@ strategies_hh_adopt_to_cope_with_electricity_shortages ~/~ did_not_use_any_coping_mechanism_because_was_not_able_to @/@ NA ~/~ NA"
"177",0.0411733521823643,"prop_select_multiple @/@ strategies_hh_adopt_to_cope_with_electricity_shortages ~/~ spend_money_usually_spent_on_other_things_to_pay_the_electricity_bill @/@ NA ~/~ NA"
"178",0.0341049655416151,"prop_select_multiple @/@ strategies_hh_adopt_to_cope_with_electricity_shortages ~/~ loan_debt @/@ NA ~/~ NA"
"179",0.00530128998056194,"prop_select_multiple @/@ strategies_hh_adopt_to_cope_with_electricity_shortages ~/~ selling_household_assests @/@ NA ~/~ NA"
"180",0.0157271602756671,"prop_select_multiple @/@ strategies_hh_adopt_to_cope_with_electricity_shortages ~/~ sharing_the_electricity_bill_with_neighbors @/@ NA ~/~ NA"
"181",0.00194380632620604,"prop_select_multiple @/@ strategies_hh_adopt_to_cope_with_electricity_shortages ~/~ illegal_connection_to_main_grid @/@ NA ~/~ NA"
"182",0.218236437533138,"prop_select_multiple @/@ strategies_hh_adopt_to_cope_with_electricity_shortages ~/~ reduce_electricity_consumption @/@ NA ~/~ NA"
"183",0.0434705778406078,"prop_select_multiple @/@ strategies_hh_adopt_to_cope_with_electricity_shortages ~/~ getting_electricity_from_outside_the_household @/@ NA ~/~ NA"
"184",0.0146669022795547,"prop_select_multiple @/@ strategies_hh_adopt_to_cope_with_electricity_shortages ~/~ other @/@ NA ~/~ NA"
"185",0.0150203216115922,"prop_select_multiple @/@ strategies_hh_adopt_to_cope_with_electricity_shortages ~/~ dont_know @/@ NA ~/~ NA"
"186",0.00689167697473052,"prop_select_multiple @/@ strategies_hh_adopt_to_cope_with_electricity_shortages ~/~ prefer_not_to_answer @/@ NA ~/~ NA"
"187",0.0240963855421687,"prop_select_one @/@ strategies_hh_adopt_to_cope_with_electricity_shortages_other ~/~ Batteries @/@ NA ~/~ NA"
"188",0.0120481927710843,"prop_select_one @/@ strategies_hh_adopt_to_cope_with_electricity_shortages_other ~/~ Battery @/@ NA ~/~ NA"
"189",0.0120481927710843,"prop_select_one @/@ strategies_hh_adopt_to_cope_with_electricity_shortages_other ~/~ Bought battery lamp @/@ NA ~/~ NA"
"190",0.0120481927710843,"prop_select_one @/@ strategies_hh_adopt_to_cope_with_electricity_shortages_other ~/~ Buy a special motor @/@ NA ~/~ NA"
"191",0.0120481927710843,"prop_select_one @/@ strategies_hh_adopt_to_cope_with_electricity_shortages_other ~/~ Candles lighting @/@ NA ~/~ NA"
"192",0.0120481927710843,"prop_select_one @/@ strategies_hh_adopt_to_cope_with_electricity_shortages_other ~/~ Gaslamp @/@ NA ~/~ NA"
"193",0.0120481927710843,"prop_select_one @/@ strategies_hh_adopt_to_cope_with_electricity_shortages_other ~/~  @/@ NA ~/~ NA"
"194",0.036144578313253,"prop_select_one @/@ strategies_hh_adopt_to_cope_with_electricity_shortages_other ~/~ Install solar energy @/@ NA ~/~ NA"
"195",0.0120481927710843,"prop_select_one @/@ strategies_hh_adopt_to_cope_with_electricity_shortages_other ~/~ No lack of electricity @/@ NA ~/~ NA"
"196",0.180722891566265,"prop_select_one @/@ strategies_hh_adopt_to_cope_with_electricity_shortages_other ~/~ Not applicable @/@ NA ~/~ NA"
"197",0.0120481927710843,"prop_select_one @/@ strategies_hh_adopt_to_cope_with_electricity_shortages_other ~/~ Respondend work with the generator owner so he don't pay the fees @/@ NA ~/~ NA"
"198",0.0240963855421687,"prop_select_one @/@ strategies_hh_adopt_to_cope_with_electricity_shortages_other ~/~ Solar installation @/@ NA ~/~ NA"
"199",0.481927710843373,"prop_select_one @/@ strategies_hh_adopt_to_cope_with_electricity_shortages_other ~/~ Solar panels @/@ NA ~/~ NA"
"200",0.0240963855421687,"prop_select_one @/@ strategies_hh_adopt_to_cope_with_electricity_shortages_other ~/~ Support from neighboor @/@ NA ~/~ NA"
"201",0.0120481927710843,"prop_select_one @/@ strategies_hh_adopt_to_cope_with_electricity_shortages_other ~/~ Support from neighbours @/@ NA ~/~ NA"
"202",0.0120481927710843,"prop_select_one @/@ strategies_hh_adopt_to_cope_with_electricity_shortages_other ~/~ The electricity  is for free due to work @/@ NA ~/~ NA"
"203",0.0120481927710843,"prop_select_one @/@ strategies_hh_adopt_to_cope_with_electricity_shortages_other ~/~ The installation of solar energy for electricity @/@ NA ~/~ NA"
"204",0.0120481927710843,"prop_select_one @/@ strategies_hh_adopt_to_cope_with_electricity_shortages_other ~/~ They bring there own moter for electricity @/@ NA ~/~ NA"
"205",0.0240963855421687,"prop_select_one @/@ strategies_hh_adopt_to_cope_with_electricity_shortages_other ~/~ UPS @/@ NA ~/~ NA"
"206",0.0120481927710843,"prop_select_one @/@ strategies_hh_adopt_to_cope_with_electricity_shortages_other ~/~ Use of batteries @/@ NA ~/~ NA"
"207",0.0120481927710843,"prop_select_one @/@ strategies_hh_adopt_to_cope_with_electricity_shortages_other ~/~ Use ups @/@ NA ~/~ NA"
"208",0.0120481927710843,"prop_select_one @/@ strategies_hh_adopt_to_cope_with_electricity_shortages_other ~/~ Waiting for electrical energy @/@ NA ~/~ NA"
