"","key_index","analysis_type","analysis_var_1","analysis_var_value_1","group_var_1","group_var_value_1","group_var_2","group_var_value_2","nb_analysis_var","nb_group_var","stat","sector","indicator","analysis_level","label::English","label::Arabic"
"40","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ show_lack_of_respect_for_local_cultures @/@ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","show_lack_of_respect_for_local_cultures","pop_group","lebanese",NA,NA,1,1,2,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"41","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ show_lack_of_respect_for_local_cultures @/@ pop_group ~/~ migrant","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","show_lack_of_respect_for_local_cultures","pop_group","migrant",NA,NA,1,1,2,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"42","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ show_lack_of_respect_for_local_cultures @/@ pop_group ~/~ prl","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","show_lack_of_respect_for_local_cultures","pop_group","prl",NA,NA,1,1,1,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"43","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ are_disrespectful_in_their_interactions_with_individual_members_of_our_community @/@ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","are_disrespectful_in_their_interactions_with_individual_members_of_our_community","pop_group","lebanese",NA,NA,1,1,3,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"44","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ are_disrespectful_in_their_interactions_with_individual_members_of_our_community @/@ pop_group ~/~ migrant","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","are_disrespectful_in_their_interactions_with_individual_members_of_our_community","pop_group","migrant",NA,NA,1,1,6,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"45","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ are_disrespectful_in_their_interactions_with_individual_members_of_our_community @/@ pop_group ~/~ prl","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","are_disrespectful_in_their_interactions_with_individual_members_of_our_community","pop_group","prl",NA,NA,1,1,7,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"46","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ asked_for_favors_in_exchange_for_the_aid_service @/@ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","asked_for_favors_in_exchange_for_the_aid_service","pop_group","lebanese",NA,NA,1,1,0,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"47","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ asked_for_favors_in_exchange_for_the_aid_service @/@ pop_group ~/~ migrant","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","asked_for_favors_in_exchange_for_the_aid_service","pop_group","migrant",NA,NA,1,1,3,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"48","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ asked_for_favors_in_exchange_for_the_aid_service @/@ pop_group ~/~ prl","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","asked_for_favors_in_exchange_for_the_aid_service","pop_group","prl",NA,NA,1,1,0,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"49","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ other @/@ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","other","pop_group","lebanese",NA,NA,1,1,2,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"50","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ other @/@ pop_group ~/~ migrant","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","other","pop_group","migrant",NA,NA,1,1,6,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"51","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ other @/@ pop_group ~/~ prl","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","other","pop_group","prl",NA,NA,1,1,2,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"52","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ dont_know @/@ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","dont_know","pop_group","lebanese",NA,NA,1,1,1,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"53","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ dont_know @/@ pop_group ~/~ migrant","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","dont_know","pop_group","migrant",NA,NA,1,1,5,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"54","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ dont_know @/@ pop_group ~/~ prl","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","dont_know","pop_group","prl",NA,NA,1,1,4,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"55","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ prefer_not_to_answer @/@ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","prefer_not_to_answer","pop_group","lebanese",NA,NA,1,1,1,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"56","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ prefer_not_to_answer @/@ pop_group ~/~ migrant","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","prefer_not_to_answer","pop_group","migrant",NA,NA,1,1,1,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"57","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ prefer_not_to_answer @/@ pop_group ~/~ prl","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","prefer_not_to_answer","pop_group","prl",NA,NA,1,1,6,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"58","mean @/@ i_fcs ~/~ NA @/@ pop_group ~/~ lebanese","mean","i_fcs","NA","pop_group","lebanese",NA,NA,1,1,60.3088685015291,"Food Security","Average food security score","HH_data",NA,NA
"59","mean @/@ i_fcs ~/~ NA @/@ pop_group ~/~ migrant","mean","i_fcs","NA","pop_group","migrant",NA,NA,1,1,64.4038834951456,"Food Security","Average food security score","HH_data",NA,NA
"60","mean @/@ i_fcs ~/~ NA @/@ pop_group ~/~ prl","mean","i_fcs","NA","pop_group","prl",NA,NA,1,1,48.6026315789474,"Food Security","Average food security score","HH_data",NA,NA
"61","prop_select_one @/@ i_fcs_category ~/~ Acceptable @/@ pop_group ~/~ lebanese","prop_select_one","i_fcs_category","Acceptable","pop_group","lebanese",NA,NA,1,1,80,"Food Security","Proportion of FCS","HH_data",NA,NA
"62","prop_select_one @/@ i_fcs_category ~/~ Borderline @/@ pop_group ~/~ lebanese","prop_select_one","i_fcs_category","Borderline","pop_group","lebanese",NA,NA,1,1,15,"Food Security","Proportion of FCS","HH_data",NA,NA
"63","prop_select_one @/@ i_fcs_category ~/~ Poor @/@ pop_group ~/~ lebanese","prop_select_one","i_fcs_category","Poor","pop_group","lebanese",NA,NA,1,1,5,"Food Security","Proportion of FCS","HH_data",NA,NA
"64","prop_select_one @/@ i_fcs_category ~/~ Acceptable @/@ pop_group ~/~ migrant","prop_select_one","i_fcs_category","Acceptable","pop_group","migrant",NA,NA,1,1,81,"Food Security","Proportion of FCS","HH_data",NA,NA
"65","prop_select_one @/@ i_fcs_category ~/~ Borderline @/@ pop_group ~/~ migrant","prop_select_one","i_fcs_category","Borderline","pop_group","migrant",NA,NA,1,1,14,"Food Security","Proportion of FCS","HH_data",NA,NA
"66","prop_select_one @/@ i_fcs_category ~/~ Poor @/@ pop_group ~/~ migrant","prop_select_one","i_fcs_category","Poor","pop_group","migrant",NA,NA,1,1,5,"Food Security","Proportion of FCS","HH_data",NA,NA
"67","prop_select_one @/@ i_fcs_category ~/~ Acceptable @/@ pop_group ~/~ prl","prop_select_one","i_fcs_category","Acceptable","pop_group","prl",NA,NA,1,1,55,"Food Security","Proportion of FCS","HH_data",NA,NA
"68","prop_select_one @/@ i_fcs_category ~/~ Borderline @/@ pop_group ~/~ prl","prop_select_one","i_fcs_category","Borderline","pop_group","prl",NA,NA,1,1,24,"Food Security","Proportion of FCS","HH_data",NA,NA
"69","prop_select_one @/@ i_fcs_category ~/~ Poor @/@ pop_group ~/~ prl","prop_select_one","i_fcs_category","Poor","pop_group","prl",NA,NA,1,1,22,"Food Security","Proportion of FCS","HH_data",NA,NA
"70","mean @/@ i_rcsi ~/~ NA @/@ pop_group ~/~ lebanese","mean","i_rcsi","NA","pop_group","lebanese",NA,NA,1,1,13.2482251521298,"Food Security","RCSI","HH_data",NA,NA
"71","mean @/@ i_rcsi ~/~ NA @/@ pop_group ~/~ migrant","mean","i_rcsi","NA","pop_group","migrant",NA,NA,1,1,5.44711111111111,"Food Security","RCSI","HH_data",NA,NA
"72","mean @/@ i_rcsi ~/~ NA @/@ pop_group ~/~ prl","mean","i_rcsi","NA","pop_group","prl",NA,NA,1,1,13.1694915254237,"Food Security","RCSI","HH_data",NA,NA
"73","prop_select_one @/@ i_rcsi_cat ~/~ High @/@ pop_group ~/~ lebanese","prop_select_one","i_rcsi_cat","High","pop_group","lebanese",NA,NA,1,1,26,"Food Security","RCSI_CAT","HH_data",NA,NA
"74","prop_select_one @/@ i_rcsi_cat ~/~ Low @/@ pop_group ~/~ lebanese","prop_select_one","i_rcsi_cat","Low","pop_group","lebanese",NA,NA,1,1,24,"Food Security","RCSI_CAT","HH_data",NA,NA
"75","prop_select_one @/@ i_rcsi_cat ~/~ Medium @/@ pop_group ~/~ lebanese","prop_select_one","i_rcsi_cat","Medium","pop_group","lebanese",NA,NA,1,1,51,"Food Security","RCSI_CAT","HH_data",NA,NA
"76","prop_select_one @/@ i_rcsi_cat ~/~ High @/@ pop_group ~/~ migrant","prop_select_one","i_rcsi_cat","High","pop_group","migrant",NA,NA,1,1,11,"Food Security","RCSI_CAT","HH_data",NA,NA
"77","prop_select_one @/@ i_rcsi_cat ~/~ Low @/@ pop_group ~/~ migrant","prop_select_one","i_rcsi_cat","Low","pop_group","migrant",NA,NA,1,1,69,"Food Security","RCSI_CAT","HH_data",NA,NA
